,ns,Ts,V0s,Is_0,Is_1,Is_2,Is_3,Is_4
124,180174085464.51373,1885.3267264462506,-1.896639898266112,-0.00016280869148792109,-2.540169313978663e-07,-5.821137201645728e-07,-8.692020604146611e-07,-1.6309023656260826e-06
125,53919164736.30716,2461.949304938749,-0.9587632513548254,-8.304313725629808e-05,-1.455394086730059e-07,-2.374529640884584e-07,-3.2104450542001754e-07,-5.462826575727475e-07
126,65098041666.66953,453.9003178865356,-1.8278457728321036,-5.773866574129966e-05,-1.2033995746965947e-07,-2.9426622183452455e-07,-4.4523273856000827e-07,-8.430756606566257e-07
127,52969741763.01575,781.1680285192135,-0.34649839166663177,-8.708897704121664e-05,-2.2728797643053754e-07,-3.447827793783643e-07,-4.53703219019097e-07,-7.51914088693813e-07
128,162467237213.6748,1008.5492490949969,-0.20007124401218523,-0.00017985965954693856,-6.061556454523189e-07,-8.895351201808486e-07,-1.1522343337317152e-06,-1.8701685911893633e-06
129,179579798171.23926,556.7812484385131,-1.3433726682911828,-0.00011829090107183345,-4.114315943534608e-07,-7.582235015022438e-07,-1.0636643997303955e-06,-1.8668860347905962e-06
130,151481824743.3254,319.64256954416794,-1.1777224159524913,-8.605489730993783e-05,-4.0127551706111146e-07,-7.006114587561481e-07,-9.631054277008281e-07,-1.6478184389016815e-06
131,45247890809.60683,879.2821183680933,-0.7464076912805893,-7.331940691586459e-05,-1.6440016606958316e-07,-2.664078459182971e-07,-3.6002010524576404e-07,-6.144632108491777e-07
132,58509582637.72157,1386.8319705979156,-1.7889037643719903,-7.032491277077404e-05,-1.006233404869512e-07,-2.28166931713884e-07,-3.4015686487286777e-07,-6.372965256552991e-07
133,46926929731.64462,1426.091225500261,-0.7987569162840289,-7.877892653743287e-05,-1.5122291304042632e-07,-2.444785952173912e-07,-3.298307490738675e-07,-5.611546856621563e-07
134,48867603274.66235,1361.8836968407372,-1.4892277185927556,-6.770627377222076e-05,-1.0848618956447473e-07,-2.129443289695224e-07,-3.061282935613276e-07,-5.550265714946663e-07
135,48141274474.96967,2422.0111682507654,-0.14277912418804894,-9.122216399126564e-05,-1.7680429339349072e-07,-2.546858884812658e-07,-3.2689941105853705e-07,-5.240709214434238e-07
136,128635151707.34727,2775.75264944494,-0.3176316728835984,-0.00018710762936327208,-4.1842127303375397e-07,-6.138184122177997e-07,-7.956013219643861e-07,-1.2945782389494722e-06
137,176237179967.91318,494.68943455798416,-1.532208188380788,-0.00010825954902031706,-3.5840331764180014e-07,-7.092740366032675e-07,-1.013862095294699e-06,-1.8077944893264366e-06
138,244199790605.70627,491.55146718677463,-1.3859600231912441,-0.00013628882116645477,-5.181689977819359e-07,-9.531820506011061e-07,-1.3302185279238999e-06,-2.3069079201802963e-06
139,139636107538.7747,2254.1142251409515,-0.14921263749991875,-0.00020362340251422437,-4.908939081401424e-07,-7.099049239563335e-07,-9.143025766872307e-07,-1.4768739244206258e-06
140,145826010654.84772,1893.8162759916993,-0.15707811550429263,-0.00020565611222804193,-5.217399170747326e-07,-7.577815506605871e-07,-9.779339568475822e-07,-1.5835450990815445e-06
141,202383317606.03873,1611.2340556291185,-0.9950117316541143,-0.00020782450319921885,-5.151667789306518e-07,-8.530673228509443e-07,-1.1611498593263935e-06,-1.9945474915739264e-06
142,271387460947.39175,2329.0323550545727,-1.8091004594894111,-0.0002319542538664994,-4.0138932546628757e-07,-8.423560675593775e-07,-1.2306097421477764e-06,-2.263238373200552e-06
143,42307603453.317924,1479.4542508559462,-0.16907992102491298,-8.36801359859608e-05,-1.7210917719043932e-07,-2.5203044497792917e-07,-3.262145099002606e-07,-5.292006497253204e-07
144,147815385633.41245,764.6508718552373,-0.9068886178281372,-0.00013726199884370036,-4.35172460998034e-07,-7.187992192199401e-07,-9.76170682048879e-07,-1.6684193239947992e-06
145,111888716318.80353,2172.6807910649745,-0.06985583791027827,-0.00017379043829574733,-4.1279620827954057e-07,-5.928566364574818e-07,-7.610418506024236e-07,-1.2241617253033172e-06
146,53380287045.86143,1861.7328893249737,-0.05614809251416619,-0.0001017159429047749,-2.1228870776529707e-07,-3.053996308618868e-07,-3.9207235071385797e-07,-6.297666537848419e-07
147,140764379898.06107,1712.8128351921127,-0.22757684954147672,-0.00019494909669261882,-5.008860356940979e-07,-7.352217768612854e-07,-9.534099368312412e-07,-1.5527853383018342e-06
148,70072783798.17534,1426.7778206309256,-0.02209374141683962,-0.0001202182429825293,-2.927291536840906e-07,-4.222090062926388e-07,-5.430800402055827e-07,-8.7571425790611e-07
149,117819575425.80614,1988.9814470605272,-1.7503089930683806,-0.000123884182966278,-1.9464894211065436e-07,-4.1459654377647677e-07,-6.091936697899424e-07,-1.127947987770267e-06
150,53837984642.5612,2668.097003778354,-1.5760500254355179,-6.944856859341716e-05,-1.0238271654518607e-07,-1.9736858019889963e-07,-2.815253498835093e-07,-5.048449653171884e-07
151,150851780894.64838,1608.0348412069397,-0.6172921102976043,-0.00018766240948050824,-4.67233065583928e-07,-7.248518284630032e-07,-9.62589321086706e-07,-1.611314094181617e-06
152,46012150202.26478,786.5374305686352,-1.8334944734877598,-5.555269198954351e-05,-8.262029097195751e-08,-2.0091357010611218e-07,-3.0428419313189403e-07,-5.781928954438019e-07
